TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
HUBS;490,06;;-120,05;22,65;8,99;82,94;-9,28;-10,51;-172,58;-129,98;5,95;-0,99;12,61;23,13;-29,86;2,25;-18,87;-7,49;-13,04;0,40;0,60;0,71;35,74;;;21,64;-4,08;;24.522.501.590,00
HUGE;1,20;;0,00;1,13;0,94;-709,62;-15.636.654,49;-12.044.360,90;0,00;0,00;0,00;-0,74;307,82;1,89;-2,80;3,98;-44.124,75;-36.717,74;-57.285,19;0,83;0,17;0,00;;;;1,09;-481,27;;48.020.061,00
HUIZ;1,12;;-4,24;1,14;0,30;29,04;-4,98;-4,65;;0,37;4,33;-1,24;0,20;2,39;-0,88;1,24;-26,82;-7,07;-28,69;0,26;0,74;1,52;32,73;;;0,98;-0,26;;57.306.816,00
HUM;495,11;0,85;18,16;3,64;1,09;18,12;4,60;3,42;11,32;13,06;-0,44;-0,12;0,62;;-1,09;;20,07;5,98;12,37;0,30;0,70;1,75;11,55;2,77;;135,86;27,26;;61.332.626.932,00
HUN;24,20;3,82;23,80;1,19;0,57;15,47;4,40;2,64;7,34;17,81;3,55;0,30;0,63;3,21;-0,86;2,14;5,01;2,40;3,89;0,48;0,52;0,91;3,23;-6,27;;20,32;1,02;;4.308.621.744,00
HURC;21,41;2,90;40,80;0,61;0,46;25,01;2,43;1,51;14,45;18,21;-7,09;-0,17;0,61;0,70;-3,35;4,10;1,50;1,12;1,56;0,74;0,26;0,74;0,58;-11,46;;34,94;0,52;;138.353.561,00
HURN;103,89;;27,05;3,58;1,57;30,17;7,69;5,64;15,55;23,62;3,80;0,69;1,52;10,97;-2,25;1,90;13,23;5,80;7,71;0,44;0,56;1,03;7,49;;;29,00;3,83;;1.973.760.750,00
HUSN;1,66;;0,62;0,85;0,58;97,51;83,64;95,81;;0,22;-0,49;-0,59;0,59;0,74;-1.092,05;4,47;137,64;93,14;108,18;0,68;0,32;0,97;;;;1,95;2,68;;5.460.238,00
HUYA;2,95;;22,99;0,43;0,36;10,16;-4,79;1,87;;11,22;20,20;-0,98;0,43;0,50;-2,86;5,16;1,89;1,55;-5,12;0,82;0,18;0,83;31,64;;;6,81;0,13;;712.438.848,00
HVBC;34,60;;34,60;1,78;0,12;0,00;12,05;6,83;16,01;1,28;-18,33;-1,67;2,36;;-0,12;;5,16;0,36;4,05;0,07;0,93;0,05;23,56;31,41;;19,39;1,00;;77.407.120,00
HVT;28,66;6,54;6,49;1,54;0,72;58,24;9,43;7,35;4,27;3,81;-1,25;-0,38;0,48;4,16;-1,18;1,78;23,71;11,04;22,60;0,47;0,53;1,50;5,02;33,50;;18,66;4,43;;470.551.398,00
HVT-A;29,62;7,08;6,48;1,54;0,72;58,24;9,43;7,35;4,25;3,81;-1,25;-0,38;0,48;4,15;-1,18;1,78;23,71;11,04;22,60;0,47;0,53;1,50;5,02;33,50;;18,66;4,43;;470.551.398,00
HWBK;16,30;4,17;7,42;0,91;0,06;0,00;25,95;16,83;4,25;-0,08;-4,89;-0,92;1,25;;-0,06;;12,23;0,81;7,01;0,07;0,93;0,05;6,80;43,47;;17,97;2,20;;114.740.590,00
HWC;36,27;3,21;5,99;0,88;0,09;0,00;41,64;29,92;3,92;-6,41;-10,71;-2,20;1,79;;-0,09;;14,73;1,45;11,49;0,10;0,90;0,05;4,68;19,44;;41,27;6,08;;3.136.690.710,00
HWCC;5,30;;-6,90;0,97;0,58;22,23;-4,64;-4,81;-10,73;-8,87;-1,71;0,23;0,33;1,03;-2,35;4,02;-14,07;-8,42;-11,49;0,60;0,40;1,75;-1,48;;;5,46;-0,77;;89.477.780,00
HWCPL;25,00;;4,11;0,61;0,06;0,00;41,64;29,92;2,69;-6,41;-10,71;-2,20;1,23;;-0,06;;14,73;1,45;11,49;0,10;0,90;0,05;4,68;19,44;;41,27;6,08;;3.136.690.710,00
HWCPZ;22,88;6,74;3,82;0,56;0,06;0,00;41,64;29,92;2,50;-6,41;-10,71;-2,20;1,14;;-0,06;;14,73;1,45;11,49;0,10;0,90;0,05;4,68;19,44;;41,27;6,08;;3.136.690.710,00
HWKN;60,29;1,00;21,73;3,83;2,12;18,20;9,36;6,51;;16,64;1,51;0,38;1,42;7,91;-3,66;2,77;17,64;9,76;13,65;0,55;0,45;1,50;9,88;17,97;;15,71;2,77;;1.270.907.207,00
HWM;46,58;0,34;36,27;5,11;1,89;26,96;15,18;8,58;15,96;24,18;3,67;0,91;3,11;11,23;-2,72;2,22;14,09;5,20;9,76;0,37;0,63;0,61;-15,26;;;9,16;1,29;;19.295.456.480,00
HX;2,24;;-4,50;4,05;1,82;100,00;-194,97;-156,60;;-3,55;0,06;-0,07;7,05;3,15;-8,91;3,65;-89,84;-40,38;-72,81;0,45;0,55;0,26;-64,83;;;0,55;-0,50;;109.425.344,00
HXL;65,99;0,72;37,52;3,36;1,91;24,58;12,65;8,73;16,41;29,08;3,19;0,41;3,28;10,47;-2,65;2,93;8,94;5,10;7,26;0,57;0,43;0,58;-4,38;-14,96;;19,73;1,76;;5.589.940.026,00
HY;43,81;2,93;16,96;2,62;0,36;15,48;2,64;1,14;5,12;11,98;4,62;1,64;0,19;4,20;-1,36;1,13;15,42;2,12;8,78;0,14;0,86;1,86;4,22;;;16,91;2,61;;759.751.979,00
HYAC;10,17;;27,04;-13,28;0,94;;;;27,04;27,03;-0,01;;;-165,11;-0,95;0,20;-49,11;3,49;-49,11;-0,07;0,07;0,00;;;;-0,77;0,38;;300.499.092,00
HYACU;10,10;;26,85;-13,19;0,94;;;;26,85;27,03;-0,01;;;-163,97;-0,94;0,20;-49,11;3,49;-49,11;-0,07;0,07;0,00;;;;-0,77;0,38;;300.499.092,00
HYACW;0,67;;1,78;-0,87;0,06;;;;1,78;27,03;-0,01;;;-10,88;-0,06;0,20;-49,11;3,49;-49,11;-0,07;0,07;0,00;;;;-0,77;0,38;;300.499.092,00
HYB;6,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HYFM;1,24;;-0,64;0,18;0,10;11,98;-26,48;-33,94;-1,58;-2,30;-1,48;0,31;0,22;0,52;-0,14;4,10;-27,27;-16,21;-16,52;0,59;0,41;0,48;;;;7,13;-1,94;;56.932.875,00
HYI;11,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HYLN;1,21;;-1,40;0,60;0,56;-154,93;-7.227,28;-7.227,28;-1,41;0,08;1,48;-0,64;101,05;0,95;-1,55;13,52;-43,19;-40,12;-43,19;0,93;0,07;0,01;;;;2,00;-0,87;;219.276.684,00
HYMC;0,29;;-1,02;1,56;0,26;-47,29;-195,85;-284,62;-1,64;-2,05;-0,58;0,61;2,89;0,49;-0,61;18,04;-153,09;-25,85;-22,33;0,17;0,83;0,09;;;;0,19;-0,29;;58.566.660,00
HYMCW;0,01;;-0,04;0,05;0,01;-47,29;-195,85;-284,62;-0,06;-2,05;-0,58;0,61;0,10;0,02;-0,02;18,04;-153,09;-25,85;-22,33;0,17;0,83;0,09;;;;0,19;-0,29;;58.566.660,00
HYMCZ;0,04;;-0,14;0,21;0,04;-47,29;-195,85;-284,62;-0,23;-2,05;-0,58;0,61;0,40;0,07;-0,08;18,04;-153,09;-25,85;-22,33;0,17;0,83;0,09;;;;0,19;-0,29;;58.566.660,00
HYRE;0,02;;-0,03;0,29;0,03;34,55;-46,04;-46,02;-0,03;0,63;0,66;-5,70;0,02;-0,50;-0,16;0,92;-862,28;-104,57;-862,66;0,12;0,88;2,27;133,46;;;0,07;-0,60;;608.284,00
HYT;8,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HYZN;1,20;;-1,86;1,35;1,03;-2.999,12;-22.095,83;-19.969,44;-1,70;-0,69;0,99;-0,79;370,99;1,58;-5,00;5,59;-72,75;-55,48;-80,49;0,76;0,24;0,00;;;;0,89;-0,65;;293.823.600,00
HZAC;12,29;;-7,15;167,14;1,49;;;;-7,50;-7,74;-0,23;5,16;;51,94;-1,54;8,12;-2.337,20;-20,78;-243,16;0,01;0,11;0,00;;;;0,07;-1,72;;835.695.420,00
HZAC.U;12,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HZAC.WS;2,63;;-1,53;35,77;0,32;;;;-1,61;-7,74;-0,23;5,16;;11,12;-0,33;8,12;-2.337,20;-20,78;-243,16;0,01;0,11;0,00;;;;0,07;-1,72;;835.695.420,00
HZN;1,75;;-0,54;-0,45;0,12;10,89;-8,78;-13,34;-1,63;-5,38;-4,56;;0,07;1,73;-0,33;1,12;-83,09;-21,97;-34,53;-0,26;1,26;1,65;3,80;;;-3,91;-3,25;;48.532.400,00
HZNP;115,68;;60,49;4,99;2,85;75,21;14,06;12,02;29,17;51,86;0,17;0,02;7,27;8,82;-4,93;4,27;8,25;4,71;6,44;0,57;0,43;0,39;28,00;;;23,19;1,91;;26.494.675.220,00
HZO;32,44;;5,37;0,79;0,30;35,45;9,30;5,67;2,85;6,58;3,31;0,80;0,30;2,68;-0,55;1,32;14,73;5,57;9,27;0,38;0,62;0,98;17,01;53,09;;41,07;6,05;;711.653.040,00
HZON;11,32;;43,49;-11,24;1,98;;;;43,49;44,72;1,23;;;-43,15;-1,99;0,05;-25,86;4,56;-37,96;-0,18;0,18;0,00;;;;-1,01;0,26;;343.545.020,00
HZON.U;11,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HZON.WS;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IAA;39,87;;17,60;12,17;1,71;36,12;21,17;14,81;;14,55;2,23;2,21;2,61;18,87;-2,19;1,70;69,14;9,70;22,96;0,14;0,86;0,65;;;;3,28;2,27;;5.336.946.369,00
IAC;49,99;;16,27;0,70;0,41;66,80;9,92;5,56;4,52;10,38;1,26;0,10;0,90;3,68;-0,51;2,13;4,31;2,50;4,74;0,58;0,42;0,45;;;;71,25;3,07;;4.287.149.240,00
IACA;10,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IACA.U;11,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IACA.WS;2,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IAE;5,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IAG;2,11;;-3,96;0,43;0,24;4,77;-22,54;-19,95;;-4,03;-0,53;0,06;0,79;2,52;-0,32;1,77;-10,86;-6,19;-10,93;0,57;0,43;0,31;-2,62;;;4,89;-0,53;;1.010.310.000,00
IART;38,48;;23,83;1,86;0,83;59,97;13,39;8,49;9,35;20,10;4,97;0,61;2,02;4,64;-1,15;2,78;7,80;3,47;6,01;0,45;0,55;0,41;5,56;22,77;;20,68;1,61;;3.128.348.034,00
IBA;52,25;;4,46;0,99;0,73;17,48;8,93;12,16;;4,07;-2,01;-0,33;0,54;1,68;-1,69;4,26;22,13;16,33;11,46;0,74;0,26;1,34;7,44;2,65;;52,89;11,70;;2.609.803.900,00
IBCP;18,11;5,00;6,34;1,02;0,07;0,00;30,91;22,96;4,19;-9,49;-14,19;-3,07;1,45;;-0,07;;16,04;1,17;14,46;0,07;0,93;0,05;10,39;25,34;;17,91;2,87;;381.184.440,00
IBEX;15,58;;12,46;2,86;0,99;100,00;6,04;4,66;;7,99;-1,63;-0,48;0,58;7,00;-1,95;1,40;22,92;7,92;27,64;0,35;0,65;1,70;8,86;;;5,48;1,26;;286.456.035,00
IBKR;87,81;0,45;18,56;2,98;0,08;100,00;131,92;13,29;1,84;-11,88;-13,75;-21,95;2,47;;-0,08;;16,09;0,42;152,25;0,03;0,97;0,03;12,50;37,97;;29,52;4,75;;9.426.337.392,00
IBM;141,78;4,67;63,78;5,82;0,98;54,64;5,40;3,35;16,73;52,11;12,59;1,85;2,13;66,41;-1,32;1,06;9,12;1,53;3,72;0,17;0,83;0,46;-5,22;-22,21;;24,37;2,22;;129.162.459.036,00
IBN;22,89;0,85;20,77;3,18;0,35;73,05;0,00;18,16;;;;0,22;3,77;28,42;-0,92;1,02;15,32;1,68;;0,11;0,89;0,09;4,43;28,49;;7,19;1,10;;80.140.407.900,00
IBOC;43,32;2,91;6,88;1,23;0,18;0,00;58,33;44,19;4,94;-4,97;-10,18;-2,40;3,04;;-0,18;;17,83;2,63;15,47;0,15;0,85;0,06;4,74;13,78;;35,33;6,30;;2.687.958.348,00
IBP;124,50;1,31;14,70;6,31;1,93;31,98;13,27;8,73;7,23;11,35;1,69;1,10;1,28;5,86;-3,85;2,92;42,91;13,10;19,58;0,31;0,69;1,50;18,70;40,27;;19,73;8,47;;3.537.119.700,00
IBTX;39,57;3,84;18,41;0,69;0,09;0,00;18,68;10,67;8,66;0,00;-10,52;-0,69;1,96;;-0,09;;3,77;0,47;3,79;0,13;0,87;0,04;15,13;20,74;;56,99;2,15;;1.633.687.020,00
ICAD;2,19;;-4,34;1,80;1,21;71,41;-51,53;-51,13;-4,47;-3,04;1,26;-0,53;2,22;2,79;-4,02;2,64;-41,50;-27,93;-38,23;0,67;0,33;0,55;-0,11;;;1,19;-0,50;;54.310.290,00
ICBK;35,25;;11,10;1,21;0,14;0,00;44,72;27,57;6,11;-4,34;-11,19;-1,98;3,06;;-0,14;;10,91;1,26;9,05;0,12;0,88;0,05;10,96;-12,18;;29,10;3,17;;214.788.825,00
ICCC;5,30;;-6,87;1,54;0,94;26,67;-38,31;-38,36;-12,09;-8,43;-1,54;0,35;2,64;6,13;-1,25;2,61;-22,41;-13,68;-16,01;0,61;0,39;0,36;12,22;;;3,47;-0,78;;41.368.446,00
ICCH;16,10;;8,08;0,75;0,23;10,66;9,65;7,42;5,61;7,80;1,58;0,19;0,60;;-0,23;;9,27;2,86;7,67;0,31;0,69;0,39;7,66;;;20,16;1,87;;47.459.300,00
ICD;3,01;;-5,36;0,20;0,10;39,61;7,79;-3,43;0,61;10,84;8,48;0,71;0,18;3,40;-0,11;1,39;-3,70;-1,88;2,70;0,51;0,49;0,55;15,71;;;15,11;-0,56;;42.254.700,00
ICE;110,78;1,48;36,71;2,60;0,45;100,00;29,72;19,03;16,82;-6,55;-30,06;-3,33;6,99;;-0,45;;7,09;1,24;5,86;0,17;0,83;0,07;9,78;-10,56;;42,51;3,01;;61.963.731.826,00
ICFI;120,44;0,46;35,06;2,60;1,07;35,37;5,84;3,36;12,95;25,58;5,40;0,70;1,18;20,79;-1,39;1,30;7,41;3,06;6,76;0,41;0,59;0,91;7,69;0,43;;46,39;3,44;;2.268.112.085,00
ICHR;30,66;;39,73;1,55;0,89;16,05;4,84;2,11;10,43;21,37;4,02;0,36;0,84;2,59;-1,63;4,25;3,91;2,25;4,56;0,58;0,42;1,06;14,31;5,22;;19,74;0,77;;896.586.060,00
ICL;5,53;18,11;4,19;1,32;0,61;46,90;30,58;18,44;;3,16;0,63;0,33;0,77;3,80;-1,02;1,65;31,56;14,46;24,70;0,46;0,54;0,78;13,07;42,77;;4,18;1,32;;7.143.230.572,00
ICLK;1,99;;-0,32;0,09;0,05;28,37;-13,87;-24,94;;1,84;2,42;-0,36;0,08;0,20;-0,14;1,69;-26,99;-15,92;-16,72;0,59;0,41;0,64;6,18;;;22,94;-6,19;;19.918.109,00
ICLR;247,33;;43,86;2,47;1,19;28,19;9,61;6,06;;33,34;5,68;0,51;2,66;46,21;-1,46;1,16;5,64;2,71;5,17;0,48;0,52;0,45;34,50;12,41;;100,29;5,65;;20.364.411.390,00
ICMB;3,87;12,40;17,22;0,64;0,24;100,00;65,36;17,70;4,89;15,36;10,70;1,46;3,05;;-0,24;;3,69;1,40;5,19;0,38;0,62;0,08;-14,84;-27,02;;6,09;0,22;;55.696.266,00
ICON;3,15;;2,49;-0,17;0,11;100,00;86,63;17,59;0,45;5,90;5,40;;0,44;1,55;-0,15;1,45;-6,65;4,57;32,92;-0,69;1,63;0,26;-16,75;;;-19,03;1,27;;45.613.890,00
ICPT;18,55;;3,72;11,50;1,60;99,72;-47,35;68,07;-5,22;-4,79;0,56;-1,21;2,53;2,74;-56,02;2,52;308,87;43,05;-36,20;0,14;0,86;0,63;16,89;;;1,62;4,99;;776.740.393,00
ICUI;118,66;;-59,04;1,35;0,64;32,51;-2,65;-2,11;18,82;-70,75;-23,71;0,68;1,25;3,76;-0,89;2,57;-2,29;-1,09;-2,43;0,47;0,53;0,51;12,02;;;87,62;-2,01;;2.863.000.458,00
IDA;94,17;3,35;17,47;1,67;0,61;27,38;24,01;15,30;7,75;16,61;5,48;0,82;2,67;17,98;-0,67;1,57;9,57;3,48;7,30;0,36;0,64;0,23;4,03;4,04;;56,38;5,40;;4.769.938.752,00
IDCC;80,75;1,73;11,74;3,58;1,21;85,71;47,26;33,91;6,45;7,51;-0,91;-0,39;3,98;2,86;-3,76;2,67;30,52;10,32;18,30;0,34;0,66;0,30;-2,99;-11,87;;22,54;6,88;;2.133.165.538,00
IDE;9,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IDEX;2,23;;-0,08;0,34;0,09;1,07;-310,25;-305,66;-0,09;-0,09;-0,01;0,04;0,26;-0,45;-0,11;0,51;-402,57;-107,75;-391,32;0,27;0,69;0,35;-6,91;;;6,53;-26,29;;26.507.182,00
IDN;2,28;;-12,85;2,50;2,01;92,71;-18,49;-19,27;-14,68;-10,60;2,80;-0,52;2,48;5,22;-4,81;2,94;-19,48;-15,62;-18,77;0,80;0,20;0,81;34,72;;;0,90;-0,18;;43.419.375,00
IDRA;0,70;;-2,61;2,10;0,42;100,00;-46.412,24;-34.087,76;-1,92;-0,74;1,18;-1,29;890,79;4,03;-0,59;1,56;-80,43;-16,11;-138,58;0,20;0,52;0,00;;;;0,33;-0,27;;43.648.780,00
IDT;22,17;;11,33;2,91;1,09;28,60;5,24;3,94;6,56;5,00;-3,52;-1,20;0,45;6,39;-4,40;1,29;25,72;9,60;27,71;0,37;0,61;2,44;-1,90;27,01;;7,59;1,95;;563.723.193,00
IDXG;0,90;;-0,25;-0,06;0,24;60,36;-2,10;-40,79;3,48;-14,83;-9,87;;0,10;-6,58;-1,31;0,96;-24,51;-95,63;1,59;-3,90;1,98;2,34;14,90;;;-14,42;-3,53;;3.882.780,00
IDXX;437,53;;45,99;33,28;12,68;59,97;29,86;22,52;31,31;35,55;0,86;0,83;10,36;123,32;-21,51;1,33;72,35;27,57;39,43;0,38;0,62;1,22;11,33;20,88;;13,18;9,53;;36.398.447.028,00
IDYA;26,50;;-20,60;3,05;2,90;100,00;-164,25;-164,25;-19,82;-13,94;6,66;-0,98;33,84;3,21;-59,28;19,80;-14,78;-14,06;-14,78;0,95;0,05;0,09;;;;8,71;-1,29;;1.527.621.168,00
IEA;13,72;;-8,54;28,38;0,63;8,83;-1,96;-3,42;79,64;-22,58;-7,69;14,68;0,29;3,63;-2,73;1,30;-332,34;-7,43;-11,90;0,02;0,98;2,17;28,09;;;0,48;-1,61;;667.003.288,00
IEAWW;1,65;;-1,03;3,41;0,08;8,83;-1,96;-3,42;9,58;-22,58;-7,69;14,68;0,04;0,44;-0,33;1,30;-332,34;-7,43;-11,90;0,02;0,98;2,17;28,09;;;0,48;-1,61;;667.003.288,00
IEC;15,34;;39,80;3,92;1,04;11,14;3,64;2,18;14,44;33,43;9,60;1,58;0,87;3,03;-2,88;2,15;9,86;2,61;5,62;0,26;0,74;1,20;7,55;;;3,91;0,39;;163.640.984,00
IEP;20,06;34,71;-8,65;;0,36;17,76;-7,17;-7,15;-19,45;-6,42;2,21;;0,62;0,66;-1,24;4,10;;-4,13;-12,50;0,00;0,85;0,58;7,05;;;0,00;-2,33;;7.936.055.928,00
IESC;66,65;;15,51;3,24;1,49;17,13;5,70;3,70;8,36;9,85;-0,21;-0,07;0,57;5,74;-4,56;1,63;20,90;9,64;24,27;0,46;0,54;2,61;21,73;20,96;;20,56;4,30;;1.344.962.476,00
IEX;209,18;1,18;27,08;4,85;2,78;44,73;24,00;17,65;16,97;21,19;1,27;0,31;4,78;15,88;-3,76;3,06;17,91;10,26;13,37;0,57;0,43;0,58;6,82;11,72;;43,37;7,77;;15.901.305.561,00
IFF;68,08;4,75;-7,89;0,99;0,50;31,75;-13,17;-18,58;-41,02;-16,72;-5,58;0,49;1,47;6,95;-0,62;1,64;-12,51;-6,40;-6,62;0,51;0,49;0,34;29,63;;;69,04;-8,63;;17.392.912.164,00
IFFT;47,56;;85,65;0,54;0,29;33,39;4,75;1,71;7,95;57,92;27,10;0,48;1,46;3,86;-0,34;1,95;0,64;0,34;1,06;0,53;0,46;0,20;;;;87,42;0,56;;11.838.629.397,68
IFMK;0,00;;;;;21,67;-0,31;0,79;;-73,64;-73,64;1,04;;;;0,65;3,61;0,57;-6,52;0,16;0,84;0,72;-7,38;;;0,22;0,01;;0,00
IFN;17,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IFRX;2,94;;-4,01;1,60;1,42;;;;;-1,51;2,42;-0,98;;1,62;-65,18;9,93;-39,87;-35,52;-40,60;0,89;0,11;0,00;;;;1,85;-0,74;;173.705.735,00
IFS;22,79;5,16;6,60;1,11;0,12;77,21;0,00;25,87;;;;-0,62;1,71;1,31;-0,36;1,15;16,74;1,77;;0,11;0,89;0,07;5,14;6,56;;20,67;3,46;;2.637.292.160,00
IGA;8,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IGAC;10,12;;6,78;-6,53;3,97;;;;6,66;6,70;0,04;;;-36,38;-3,97;0,01;-96,45;58,58;-100,39;-0,61;0,61;0,00;;;;-1,55;1,49;;101.562.296,00
IGACU;10,11;;6,77;-6,53;3,97;;;;6,65;6,70;0,04;;;-36,34;-3,97;0,01;-96,45;58,58;-100,39;-0,61;0,61;0,00;;;;-1,55;1,49;;101.562.296,00
IGACW;0,00;;;;;;;;;6,70;0,04;;;;;0,01;-96,45;58,58;-100,39;-0,61;0,61;0,00;;;;-1,55;1,49;;101.562.296,00
IGD;4,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IGI;15,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IGIC;11,50;0,35;8,06;1,36;0,37;38,58;21,09;18,44;;4,23;-2,81;-0,54;1,49;2,82;-0,67;1,40;16,87;4,55;19,28;0,27;0,73;0,25;;;;8,45;1,43;;535.362.762,00
IGICW;0,90;;0,63;0,11;0,03;38,58;21,09;18,44;;4,23;-2,81;-0,54;0,12;0,22;-0,05;1,40;16,87;4,55;19,28;0,27;0,73;0,25;;;;8,45;1,43;;535.362.762,00
IGMS;8,03;;-1,99;1,80;0,97;100,00;-13.995,76;-14.007,47;-1,99;-0,34;1,65;-1,50;278,75;1,30;-5,91;9,07;-90,62;-48,76;-90,62;0,54;0,46;0,00;;;;4,43;-4,02;;466.341.943,00
IGR;4,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IGT;30,41;2,62;38,42;3,34;0,56;46,94;21,34;3,87;;13,49;6,52;3,13;1,49;5,96;-0,75;1,56;8,70;1,45;8,79;0,17;0,83;0,37;-3,07;;;9,12;0,79;;6.108.936.500,00
IH;3,02;;-82,16;1,55;0,92;69,91;-2,22;-1,23;;-14,36;31,32;-1,06;1,01;1,78;-11,43;2,27;-1,88;-1,11;-4,24;0,59;0,41;0,90;;;;1,89;-0,04;;154.303.896,00
IHC;57,01;;7,97;1,48;0,69;51,45;7,11;17,40;15,60;19,31;-0,19;-0,01;1,39;-26,25;-0,70;0,20;18,59;8,70;5,15;0,47;0,53;0,50;-3,50;-8,81;;38,47;7,15;;836.616.049,00
IHD;4,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IHG;75,50;;;;;;;;;;;;;;;1,27;0,00;0,00;;-0,31;1,31;0,00;-0,91;-6,98;;-8,89;0,00;;12.525.362.076,00
IHIT;6,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IHRT;3,15;;-0,34;-1,10;0,07;61,41;-24,87;-34,77;-0,89;-5,86;-5,39;;0,12;0,75;-0,08;1,83;-323,15;-19,15;-19,57;-0,06;1,06;0,55;1,75;;;-2,86;-9,25;;455.227.290,00
IHS;6,05;;-7,70;1,26;0,31;40,70;19,78;-15,06;2,62;13,16;7,30;1,57;1,16;-129,07;-0,40;0,99;-16,38;-4,07;7,09;0,25;0,75;0,27;;;;4,76;-0,78;;2.004.846.000,00
IHTA;6,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IIAC.U;10,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IID;5,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IIF;22,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
III;4,31;3,91;13,49;2,04;0,88;39,43;9,05;5,29;6,39;10,10;2,22;0,58;0,71;2,88;-1,68;2,86;15,14;6,56;11,38;0,43;0,57;1,24;1,21;;;2,13;0,32;;211.225.995,00
IIIIU;10,08;;;;;;;;;0,10;0,10;;;;;0,13;-62,06;3,06;-67,26;-0,05;0,05;0,00;;;;;;;0,00
IIIN;32,92;12,42;5,66;1,77;1,51;21,19;17,91;13,86;;4,09;-0,29;-0,12;0,78;2,63;-4,72;6,42;31,33;26,67;31,30;0,85;0,15;1,92;16,28;40,85;;18,56;5,82;;639.721.192,00
IIIV;21,53;;-56,54;2,24;0,57;77,72;5,69;-2,46;8,66;43,25;18,82;1,73;1,39;-1.610,77;-0,64;1,00;-3,97;-1,01;2,02;0,25;0,75;0,41;3,90;;;9,57;-0,38;;499.339.116,00
IIM;10,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IIN;24,24;;-152,67;2,41;1,78;25,33;-1,01;-1,17;52,57;-160,44;16,83;-0,23;1,78;4,28;-4,52;3,20;-1,58;-1,17;-1,42;0,74;0,26;1,00;12,66;;;10,06;-0,16;;225.487.752,00
IIVI;227,08;3,96;-541,53;5,67;2,11;33,06;3,79;-1,13;39,36;181,32;19,22;0,67;6,14;12,93;-2,77;3,08;-1,05;-0,39;1,53;0,37;0,47;0,34;27,82;19,76;;40,03;-0,42;;29.718.958.752,00
IIVIP;188,10;1,59;-448,57;4,70;1,74;33,06;3,79;-1,13;32,60;181,32;19,22;0,67;5,08;10,71;-2,30;3,08;-1,05;-0,39;1,53;0,37;0,47;0,34;27,82;19,76;;40,03;-0,42;;29.718.958.752,00
IKNX;33,90;;-155,13;6,60;5,43;33,75;-1,76;-2,66;146,35;-228,82;5,23;-0,15;4,12;22,27;-9,37;2,37;-4,25;-3,50;-3,09;0,82;0,18;1,32;-5,22;;;5,14;-0,22;;67.172.850,00
ILMN;132,43;;-1.100,77;2,00;1,35;67,56;-19,14;-0,40;;-22,36;0,93;-0,08;4,46;2.091,46;-1,67;1,00;-0,18;-0,12;-8,48;0,68;0,32;0,30;13,55;10,48;;65,98;-0,12;;20.914.596.000,00
IMAB;1,28;;-1,18;0,15;0,12;100,00;-1.387,61;-4.161,66;-3,92;19,15;22,70;-0,94;49,24;0,16;-0,82;7,66;-12,39;-10,09;-4,13;0,81;0,19;0,00;;;;8,66;-1,07;;104.931.591,00
IMAC;1,01;;-2,28;1,79;1,11;100,00;-73,23;-76,98;-2,92;-2,04;0,36;-0,27;1,76;18,58;-1,53;1,27;-78,24;-48,40;-73,33;0,62;0,38;0,63;;;;0,57;-0,44;;26.750.052,00
IMACW;0,00;;;;;100,00;-73,23;-76,98;;-2,04;0,36;-0,27;;;;1,27;-78,24;-48,40;-73,33;0,62;0,38;0,63;;;;0,57;-0,44;;26.750.052,00
