TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
ADXS;0,80;;-0,27;0,16;0,15;100,00;-5.723,60;-5.743,60;-0,28;1,49;1,76;-1,07;15,48;0,17;-22,64;11,18;-60,77;-55,38;-60,77;0,91;0,09;0,01;-53,92;;;4,88;-2,97;;3.870.640,00
AEB;25,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AEE;74,39;3,32;17,60;1,84;0,50;41,63;22,25;13,65;5,92;19,59;8,80;1,50;2,40;-16,05;-0,53;0,62;10,43;2,87;6,13;0,27;0,73;0,21;5,21;15,48;;40,71;4,25;;19.640.525.125,00
AEFC;19,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AEG;4,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AEGN;29,99;;-31,39;2,30;1,04;22,94;-0,29;-3,24;38,33;-393,53;-45,81;0,30;1,02;3,70;-2,20;2,14;-7,34;-3,31;-0,63;0,45;0,55;1,02;-9,54;;;13,02;-0,96;;922.491.320,36
AEHL;3,30;;-0,12;0,25;0,14;-3,79;-9,37;-40,54;-1,35;-0,94;-0,41;0,19;0,05;0,28;-0,66;2,65;-202,26;-111,81;-39,58;0,55;0,45;2,76;-20,06;;;13,31;-26,92;;5.991.669,00
AEHR;46,28;;91,38;17,60;13,55;50,41;22,50;22,41;91,80;87,73;-3,28;-0,63;20,48;18,29;-145,97;5,46;19,26;14,83;19,26;0,77;0,23;0,66;17,06;94,13;;2,63;0,51;;1.330.224.804,00
AEIS;102,32;0,39;22,02;3,44;1,99;36,33;11,56;9,52;13,94;17,71;-0,43;-0,08;2,10;4,56;-4,86;3,80;15,64;9,02;12,05;0,58;0,42;0,95;22,43;7,69;;29,89;4,67;;3.874.664.410,00
AEL;53,82;0,67;-126,40;1,64;0,05;75,02;0,48;-1,25;3,91;596,26;267,54;1,33;1,59;;-0,05;;-1,30;-0,04;0,01;0,03;0,97;0,03;-18,31;47,54;;32,85;-0,43;;4.217.146.438,00
AEM;45,39;3,52;40,26;1,40;0,97;53,94;25,79;10,57;;16,88;0,38;0,03;4,25;17,27;-1,08;2,17;3,47;2,40;5,21;0,69;0,31;0,23;20,68;22,72;;32,59;1,13;;22.506.423.816,00
AEMD;0,21;;-0,42;0,40;0,33;100,00;-2.161,32;-2.161,32;-0,43;0,62;1,04;-0,98;9,09;0,45;-2,09;7,30;-94,64;-78,51;-94,64;0,83;0,17;0,04;30,79;;;0,53;-0,50;;5.215.413,00
AENZ;2,15;;-6,84;0,39;0,12;10,95;6,19;-2,71;;4,25;1,25;0,17;0,19;1,85;-0,23;1,18;-5,77;-1,82;5,97;0,32;0,68;0,67;-1,39;;;5,85;-0,34;;184.334.997,00
AEO;16,39;1,22;15,91;1,93;0,94;36,93;5,66;4,04;6,28;10,75;-0,61;-0,10;0,64;7,35;-1,45;1,58;12,13;5,91;12,58;0,49;0,51;1,46;5,62;-9,33;;8,47;1,03;;3.228.855.225,00
AEP;74,53;4,44;19,39;1,61;0,40;56,56;17,83;10,20;5,77;23,66;12,57;1,83;1,98;-7,37;-0,44;0,61;8,31;2,07;5,01;0,25;0,75;0,20;4,95;1,53;;46,39;3,86;;38.514.557.760,00
AEPPL;52,61;;13,65;1,13;0,28;56,56;17,83;10,20;4,06;23,66;12,57;1,83;1,39;-5,19;-0,31;0,61;8,31;2,07;5,01;0,25;0,75;0,20;4,95;1,53;;46,39;3,86;;38.514.557.760,00
AEPPZ;47,26;6,48;12,26;1,02;0,25;56,56;17,83;10,20;3,64;23,66;12,57;1,83;1,25;-4,66;-0,28;0,61;8,31;2,07;5,01;0,25;0,75;0,20;4,95;1,53;;46,39;3,86;;38.514.557.760,00
AER;63,04;;-12,95;0,98;0,21;95,89;1,91;-17,90;;504,37;382,99;3,08;2,32;-4,44;-0,22;0,32;-7,53;-1,63;-0,04;0,22;0,78;0,09;6,74;;;64,99;-4,90;;14.745.498.810,00
AERI;15,25;;-20,62;-4,60;2,01;89,01;-16,47;-17,09;-50,02;-25,37;-3,98;;3,52;4,45;-10,36;2,27;-22,29;-9,73;-24,60;-0,44;1,44;0,57;;;;-3,32;-0,74;;753.615.350,00
AES;14,86;4,38;-27,07;4,02;0,24;19,66;9,46;-2,86;4,37;27,76;19,58;9,63;0,77;-23,68;-0,29;0,94;-14,85;-0,89;3,21;0,06;0,85;0,31;3,68;;;3,72;-0,55;;10.017.649.840,00
AESE;1,38;;-3,79;0,60;0,56;21,13;-181,30;-201,13;-5,02;2,36;6,56;-0,93;7,62;0,66;-5,24;21,79;-15,79;-14,86;-14,23;0,94;0,06;0,07;;;;2,31;-0,36;;53.937.990,00
AEY;0,40;;-1,15;0,80;0,29;27,21;-6,36;-7,01;-1,67;-1,32;-0,05;0,03;0,08;1,55;-1,25;1,31;-69,82;-24,79;-42,20;0,36;0,64;3,54;30,22;;;0,50;-0,35;;5.993.000,00
AEYE;5,12;;-7,41;7,27;2,95;76,95;-26,37;-26,38;-11,19;-6,89;0,52;-0,51;1,95;-27,95;-5,48;0,81;-98,17;-39,76;-97,85;0,41;0,59;1,51;61,31;;;0,71;-0,69;;60.684.382,00
AEZS;2,51;;-1,04;0,22;0,17;96,71;-297,50;-273,48;;3,60;4,56;-1,07;2,84;0,21;-1,41;9,86;-21,60;-16,33;-23,53;0,76;0,24;0,06;43,62;;;11,18;-2,42;;12.188.309,00
AFB;9,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AFBI;15,15;;14,32;0,82;0,11;19,64;18,83;17,13;11,10;-6,85;-19,88;-1,26;2,45;;-0,11;;5,76;0,77;3,90;0,13;0,87;0,05;20,35;39,20;;18,37;1,06;;97.288.755,00
AFC;25,32;;;;;100,00;68,68;40,54;;9,96;9,96;1,14;;;;;6,74;2,99;5,11;0,44;0,56;0,07;;;;;;;0,00
AFG;112,66;7,54;11,25;2,40;0,33;23,70;15,37;11,38;7,75;9,65;1,32;0,38;1,28;;-0,33;;21,36;2,94;14,30;0,14;0,86;0,26;0,50;13,58;;47,05;10,05;;9.593.841.285,00
AFGB;22,73;6,46;2,26;0,48;0,07;23,70;15,37;11,38;1,56;9,65;1,32;0,38;0,26;;-0,07;;21,36;2,94;14,30;0,14;0,86;0,26;0,50;13,58;;47,05;10,05;;9.593.841.285,00
AFGC;19,66;6,52;1,96;0,42;0,06;23,70;15,37;11,38;1,35;9,65;1,32;0,38;0,22;;-0,06;;21,36;2,94;14,30;0,14;0,86;0,26;0,50;13,58;;47,05;10,05;;9.593.841.285,00
AFGD;21,73;6,54;2,14;0,46;0,06;23,70;15,37;11,38;1,47;9,65;1,32;0,38;0,24;;-0,06;;21,36;2,94;14,30;0,14;0,86;0,26;0,50;13,58;;47,05;10,05;;9.593.841.285,00
AFGE;17,74;6,36;1,76;0,38;0,05;23,70;15,37;11,38;1,21;9,65;1,32;0,38;0,20;;-0,05;;21,36;2,94;14,30;0,14;0,86;0,26;0,50;13,58;;47,05;10,05;;9.593.841.285,00
AFI;0,35;;-0,14;0,04;0,01;11,40;-6,39;-8,16;4,23;-2,64;-2,46;0,51;0,01;-0,42;-0,03;0,93;-26,61;-10,25;-13,51;0,39;0,61;1,26;-1,76;;;9,15;-2,43;;7.622.860,00
AFIB;0,70;;-0,51;0,47;0,20;-66,76;-192,35;-221,31;-0,70;0,18;0,77;-0,61;1,13;0,30;-1,58;4,79;-91,40;-39,86;-44,44;0,44;0,56;0,18;;;;1,49;-1,37;;20.481.370,00
AFL;77,58;2,14;10,03;2,26;0,35;48,41;26,63;24,48;7,72;10,62;1,41;0,34;2,45;;-0,35;;22,52;3,52;14,95;0,16;0,84;0,14;-2,08;-1,82;;34,41;7,75;;46.146.775.000,00
AFMD;0,48;;-0,83;0,35;0,26;100,00;-238,36;-223,23;;1,79;2,57;-1,16;1,85;0,33;-11,02;4,90;-42,16;-31,16;-41,90;0,74;0,26;0,14;78,82;;;1,37;-0,58;;71.682.864,00
AFRM;20,73;;-6,28;2,44;0,76;100,00;-62,30;-62,05;-6,69;-9,20;-2,94;1,15;3,90;-5,06;-1,12;0,68;-38,88;-12,08;-12,61;0,31;0,69;0,19;;;;8,47;-3,29;;6.189.455.756,00
AFT;13,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AFYA;15,98;;23,48;2,39;1,11;62,88;27,54;15,71;;14,36;0,97;0,17;3,69;25,94;-1,34;1,33;10,16;4,73;12,17;0,47;0,53;0,30;;;;6,70;0,68;;1.497.690.344,00
AG;5,04;0,44;-14,58;1,06;0,71;32,17;2,83;-15,35;;81,00;1,92;0,03;2,24;7,24;-0,85;2,46;-7,27;-4,87;-4,51;0,67;0,33;0,32;19,86;;;4,76;-0,35;;1.445.828.328,00
AGBA;0,63;;-0,67;15,00;0,39;;;;-0,68;-0,23;0,45;-9,98;;-1,03;-0,75;0,55;-2.230,92;-58,59;-631,26;0,03;0,97;0,00;;;;0,04;-0,94;;37.533.510,00
AGBAR;0,55;;-0,59;13,09;0,34;;;;-0,60;-0,23;0,45;-9,98;;-0,90;-0,65;0,55;-2.230,92;-58,59;-631,26;0,03;0,97;0,00;;;;0,04;-0,94;;37.533.510,00
AGBAU;8,05;;-8,59;191,61;5,03;;;;-8,74;-0,23;0,45;-9,98;;-13,22;-9,58;0,55;-2.230,92;-58,59;-631,26;0,03;0,97;0,00;;;;0,04;-0,94;;37.533.510,00
AGBAW;0,01;;-0,01;0,24;0,01;;;;-0,01;-0,23;0,45;-9,98;;-0,02;-0,01;0,55;-2.230,92;-58,59;-631,26;0,03;0,97;0,00;;;;0,04;-0,94;;37.533.510,00
AGC;11,01;;;;;;;;;;;-0,05;;;;1,61;0,00;0,00;;0,01;0,99;0,00;;;;0,08;0,00;;688.125.000,00
AGCO;120,67;5,01;8,15;2,19;0,80;24,97;10,21;7,84;5,27;7,50;1,24;0,43;0,64;3,71;-1,95;1,57;26,87;9,76;16,42;0,36;0,64;1,24;8,78;36,69;;55,27;14,85;;9.058.197.309,00
AGCUU;11,87;;;;;;;;;;;-0,05;;;;1,61;0,00;0,00;;0,01;0,99;0,00;;;;0,08;0,00;;688.125.000,00
AGCWW;3,58;;;;;;;;;;;-0,05;;;;1,61;0,00;0,00;;0,01;0,99;0,00;;;;0,08;0,00;;688.125.000,00
AGD;8,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AGEN;1,12;;-1,63;-4,60;1,12;89,38;-206,49;-264,29;-2,19;-1,39;0,70;;4,32;-12,87;-2,02;0,84;-281,76;-68,45;256,77;-0,24;1,24;0,26;17,98;;;-0,25;-0,69;;428.916.586,00
AGFS;3,00;;-4,83;0,93;0,23;67,00;-7,54;-20,60;4,53;-29,72;-16,53;1,16;1,00;1,75;-0,30;2,39;-19,17;-4,78;-2,98;0,25;0,51;0,23;-0,26;;;3,24;-0,62;;161.152.800,00
AGI;11,37;0,88;173,66;1,69;1,25;51,92;-10,90;3,28;;-50,73;1,53;-0,05;5,70;19,14;-1,41;2,40;0,97;0,72;-5,75;0,74;0,26;0,22;8,63;6,88;;6,75;0,07;;4.515.144.420,00
AGIO;24,66;;-6,56;1,43;1,27;87,13;-1.042,56;-1.042,56;-6,53;-3,21;3,34;-0,73;68,36;1,96;-4,20;13,73;-21,78;-19,36;-21,78;0,89;0,11;0,02;-19,83;;;17,30;-3,77;;1.377.318.103,00
AGLE;11,44;;-0,17;-0,23;0,19;100,00;-22.211,64;-22.195,36;-0,17;0,69;0,86;;38,20;6,13;-12,88;1,03;-131,44;-111,92;131,63;-0,85;1,04;0,01;-14,86;;;-51,23;-67,34;;46.912.843,00
AGM;157,68;2,70;11,24;1,27;0,06;0,00;91,82;13,31;1,60;-9,50;-11,13;-8,66;1,50;;-0,06;;11,28;0,55;65,17;0,05;0,95;0,04;12,57;16,09;;124,26;14,02;;1.706.827.500,00
AGMH;1,55;;-318,60;11,39;1,39;13,69;1,96;-2,20;344,91;344,68;-13,37;-0,43;7,00;11,64;-432,13;1,14;-3,58;-0,43;-1,58;0,12;0,88;0,20;39,77;8,61;;0,14;0,00;;37.594.940,00
AGO;62,01;1,75;11,76;0,69;0,22;97,03;43,55;31,86;8,61;8,40;-0,20;-0,02;3,75;;-0,22;;5,89;1,85;5,67;0,31;0,69;0,06;-16,10;-29,85;;90,02;5,31;;3.658.442.442,00
AGR;29,93;5,85;20,00;0,60;0,28;100,00;9,85;7,23;6,47;27,70;13,03;0,53;1,45;-6,11;-0,30;0,59;2,99;1,40;2,47;0,47;0,53;0,19;5,85;18,25;;50,36;1,50;;11.637.936.381,00
AGRO;11,57;2,79;6,99;1,09;0,41;38,54;22,20;14,24;;6,50;2,02;0,49;0,99;3,06;-0,60;1,74;15,59;5,90;14,19;0,38;0,62;0,41;7,63;48,63;;10,63;1,66;;1.242.880.242,00
AGRX;2,20;;-0,22;-0,34;0,33;54,71;-103,27;-116,81;-0,29;-0,21;0,04;;0,26;-1,14;-4,53;0,76;-157,21;-151,59;167,52;-0,96;1,96;1,30;;;;-6,29;-9,89;;4.180.505,00
AGS;6,75;;73,08;4,20;0,38;71,63;15,27;1,06;1,91;15,30;10,22;8,45;0,78;2,46;-0,49;3,12;5,75;0,52;7,68;0,09;0,91;0,49;7,86;;;1,62;0,09;;258.255.613,00
AGTC;0,39;;-0,38;1,49;0,46;100,00;-20.718,46;-21.610,46;-0,41;-0,18;0,21;-0,81;81,16;2,48;-1,31;1,40;-398,02;-122,50;-178,93;0,31;0,69;0,01;-61,71;;;0,26;-1,04;;26.376.558,00
AGX;46,03;2,17;16,94;2,16;1,21;16,65;8,86;7,53;13,44;6,27;-8,11;-1,22;1,28;2,56;-12,15;2,11;12,72;7,17;13,29;0,56;0,44;0,95;-12,61;-14,40;;21,40;2,72;;614.258.444,00
AGYS;67,69;;151,94;15,31;6,80;60,68;6,89;5,45;94,14;112,68;-7,53;-0,96;8,28;22,64;-16,78;2,02;10,08;4,48;11,72;0,44;0,42;0,82;9,23;;;4,41;0,44;;1.710.120.555,00
AHAC;10,96;;-15,33;28,18;1,40;;;;;-15,32;0,04;-0,08;;579,80;-1,41;2,10;-183,82;-9,14;-183,38;0,05;0,17;0,00;;;;0,39;-0,71;;140.890.800,00
AHACU;12,07;;-16,88;31,03;1,54;;;;;-15,32;0,04;-0,08;;638,52;-1,55;2,10;-183,82;-9,14;-183,38;0,05;0,17;0,00;;;;0,39;-0,71;;140.890.800,00
AHACW;2,79;;-3,90;7,17;0,36;;;;;-15,32;0,04;-0,08;;147,59;-0,36;2,10;-183,82;-9,14;-183,38;0,05;0,17;0,00;;;;0,39;-0,71;;140.890.800,00
AHC;7,56;;-20,19;3,75;1,37;42,07;-5,04;-5,32;-159,16;-16,29;5,02;-0,88;1,07;3,03;-4,90;2,69;-18,58;-6,79;-18,58;0,37;0,63;1,28;-10,73;;;2,02;-0,37;;161.862.797,88
AHCO;8,78;;27,68;0,55;0,23;13,00;6,01;1,41;2,07;18,07;11,60;0,98;0,39;10,85;-0,26;1,24;1,98;0,83;3,91;0,42;0,58;0,59;;;;16,02;0,32;;1.196.371.740,00
AHPI;0,00;;;;;9,35;-16,90;-19,82;;0,51;0,51;-0,45;;;;2,69;-102,43;-27,25;-67,14;0,27;0,73;1,37;-4,20;;;1,30;-1,34;;0,00
AI;25,18;;-11,44;3,21;2,74;63,58;-95,19;-95,43;-11,82;-8,59;2,88;-0,81;10,92;3,81;-15,36;8,08;-28,03;-23,99;-28,03;0,86;0,14;0,25;;;;7,89;-2,21;;2.989.323.522,00
AIF;13,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AIG;61,24;2,22;9,02;1,03;0,08;39,66;14,34;9,31;3,53;9,81;3,95;0,69;0,84;;-0,08;;11,41;0,90;7,54;0,08;0,92;0,10;2,65;;;59,63;6,80;;43.703.516.444,00
AIG.WS;0,00;;;;;39,66;14,34;9,31;;9,81;3,95;0,69;;;;;11,41;0,90;7,54;0,08;0,92;0,10;2,65;;;59,63;6,80;;43.703.516.444,00
AIH;0,74;;-0,67;-1,24;0,40;60,34;-6,23;-36,77;;-5,20;-1,25;;0,25;-0,52;-0,48;0,18;-185,19;-59,07;85,10;-0,32;1,32;1,61;-2,08;;;-0,61;-1,12;;35.667.750,00
AIHS;0,46;;-0,96;1,06;0,27;20,61;-56,52;-49,44;-1,42;-0,74;0,10;-0,12;0,47;-7,93;-0,42;0,91;-110,78;-28,61;-104,56;0,26;0,72;0,58;74,82;;;0,43;-0,48;;3.711.280,00
AIKI;3,56;;-1,17;0,24;0,23;;;;-1,17;1,38;2,55;-0,52;;0,36;-0,69;29,54;-20,36;-19,73;-20,36;0,97;0,03;0,00;;;;14,92;-3,04;;19.526.956,00
AIMC;61,98;0,29;31,90;2,02;1,10;35,62;12,38;6,53;11,96;20,29;3,47;0,42;2,08;8,82;-1,43;2,22;6,34;3,45;5,86;0,54;0,46;0,53;17,28;19,83;;30,64;1,94;;4.050.845.454,00
AIN;87,55;1,14;33,19;3,00;1,60;37,26;12,49;7,68;13,44;21,79;1,39;0,20;2,55;3,78;-3,40;4,99;9,05;4,83;6,67;0,53;0,47;0,63;3,68;23,66;;29,18;2,64;;2.734.056.000,00
AIO;16,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AIR;59,56;;31,22;1,86;1,07;18,60;4,79;3,19;16,10;22,99;2,14;0,19;1,00;2,57;-2,80;3,07;5,96;3,42;5,87;0,57;0,43;1,07;2,63;42,04;;32,11;1,91;;2.088.763.650,00
AIRG;3,74;;-4,10;1,06;0,79;36,32;-13,31;-13,43;-6,75;-3,16;0,98;-0,25;0,55;2,98;-1,56;2,18;-25,84;-19,35;-25,84;0,75;0,25;1,44;8,91;;;3,56;-0,92;;39.298.480,00
AIRT;23,49;;-5,81;5,84;0,35;20,01;-0,98;-4,25;48,92;-67,87;-42,77;9,95;0,25;1,05;-0,89;2,27;-100,49;-6,09;-2,33;0,06;0,87;1,43;4,92;;;4,02;-4,04;;66.190.122,00
AIRTP;20,01;10,00;-4,95;4,97;0,30;20,01;-0,98;-4,25;41,67;-67,87;-42,77;9,95;0,21;0,89;-0,76;2,27;-100,49;-6,09;-2,33;0,06;0,87;1,43;4,92;;;4,02;-4,04;;66.190.122,00
AIRTW;0,01;;0,00;0,00;0,00;20,01;-0,98;-4,25;0,02;-67,87;-42,77;9,95;0,00;0,00;0,00;2,27;-100,49;-6,09;-2,33;0,06;0,87;1,43;4,92;;;4,02;-4,04;;66.190.122,00
AIT;157,34;0,89;17,49;4,16;2,21;29,16;10,76;7,86;11,43;13,37;0,59;0,19;1,37;5,48;-5,53;3,05;23,77;12,64;17,86;0,53;0,47;1,61;-46,54;-56,55;;37,73;8,97;;6.065.638.488,00
AIZ;144,09;1,94;22,16;1,71;0,23;6,25;5,34;3,27;10,25;15,87;2,31;0,29;0,72;;-0,23;;7,70;1,04;6,07;0,14;0,86;0,32;9,70;-11,85;;84,61;6,51;;7.653.296.518,00
AIZN;18,60;8,82;2,86;0,22;0,03;6,25;5,34;3,27;1,32;15,87;2,31;0,29;0,09;;-0,03;;7,70;1,04;6,07;0,14;0,86;0,32;9,70;-11,85;;84,61;6,51;;7.653.296.518,00
AIZP;127,52;;19,58;1,51;0,20;6,25;5,34;3,27;9,06;15,87;2,31;0,29;0,64;;-0,20;;7,70;1,04;6,07;0,14;0,86;0,32;9,70;-11,85;;84,61;6,51;;7.653.296.518,00
AJAX;8,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AJAX.U;8,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AJAX.WS;1,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AJG;230,62;0,93;44,77;4,79;0,92;100,00;17,51;12,06;21,26;34,56;3,71;0,58;5,40;;-0,92;;10,70;2,05;8,01;0,19;0,81;0,17;6,47;18,28;;48,24;5,16;;49.792.661.300,00
AJRD;56,34;;61,49;8,08;1,97;14,13;5,42;3,23;25,07;36,74;0,10;0,02;1,98;13,09;-3,46;1,53;13,15;3,20;10,94;0,24;0,76;0,99;3,57;;;6,97;0,92;;4.549.956.426,00
AKAM;106,91;;33,92;3,78;1,94;60,69;16,79;13,07;13,60;28,87;2,47;0,35;4,43;18,92;-2,45;2,00;11,15;5,73;7,42;0,51;0,49;0,44;7,76;18,64;;28,27;3,15;;16.228.771.701,00
AKBA;1,12;;-2,19;-8,01;0,85;63,99;-52,33;-48,89;-3,18;-1,94;0,10;;1,07;8,17;-1,59;1,28;-366,39;-38,71;-639,41;-0,11;1,11;0,79;10,05;;;-0,14;-0,52;;214.677.732,00
AKER;2,47;;0,00;0,63;0,59;-51,93;-823.564,09;-1.971.672,38;-0,01;0,00;0,01;-1,02;60,45;0,63;;16,28;-20.641,01;-19.372,62;-8.621,71;0,94;0,06;0,01;;;;3,90;-805,59;;21.883.873,96
AKO-A;11,12;10,30;8,63;1,43;0,51;38,58;13,03;6,99;;4,14;-1,05;-0,32;0,60;3,91;-0,72;1,78;16,52;5,88;25,26;0,36;0,64;0,84;;-75,67;;8,07;1,33;;2.035.127.220,00
AKO-B;12,72;10,10;9,68;1,60;0,57;38,58;13,03;6,99;;4,14;-1,05;-0,32;0,68;4,39;-0,81;1,78;16,52;5,88;25,26;0,36;0,64;0,84;;-75,67;;8,07;1,33;;2.035.127.220,00
AKRO;48,08;;-23,18;4,34;4,03;;;;-23,10;-18,17;5,42;-1,00;;4,31;-129,94;29,78;-18,74;-17,40;-17,70;0,93;0,07;0,00;;;;11,09;-2,08;;2.677.245.930,00
AKTS;0,79;;-0,90;0,66;0,38;-11,49;-243,37;-234,35;-1,06;-0,88;-0,01;0,01;2,11;1,35;-0,64;3,41;-73,70;-42,68;-52,55;0,58;0,42;0,18;86,31;;;1,19;-0,88;;57.157.922,00
AKTX;3,93;;-1,10;2,40;1,76;;;;;-0,63;0,43;-0,98;;2,41;-1.053,74;3,73;-217,85;-159,51;-227,14;0,73;0,27;0,00;;;;1,65;-3,59;;20.020.968,00
AKU;0,14;;-0,06;-0,07;0,01;17,61;-12,39;-30,56;0,90;-14,01;-13,87;;0,02;-5,71;-0,01;0,99;-126,82;-13,89;-9,04;-0,11;1,09;0,45;;;;-1,97;-2,50;;12.739.790,00
AKUS;13,29;;-5,30;2,72;2,18;;;;-5,58;-3,47;1,83;-0,94;;2,99;-9,62;17,30;-51,20;-41,06;-51,20;0,80;0,20;0,00;;;;4,89;-2,51;;491.014.998,00
AL;39,40;2,02;9,24;0,64;0,15;100,00;49,38;19,22;1,86;18,60;15,00;2,67;1,78;-1,28;-0,15;0,14;6,93;1,60;4,26;0,23;0,77;0,08;8,85;;;61,72;4,28;;4.387.798.896,00
ALAC;12,02;;-87,56;-5,48;3,62;;;;-87,56;-92,64;-5,08;;;-9,97;-3,62;0,00;-6,26;-4,14;9,17;-0,66;0,66;0,00;;;;-2,19;-0,14;;53.850.802,00
ALACR;0,03;;-0,22;-0,01;0,01;;;;-0,22;-92,64;-5,08;;;-0,02;-0,01;0,00;-6,26;-4,14;9,17;-0,66;0,66;0,00;;;;-2,19;-0,14;;53.850.802,00
ALACU;11,80;;-85,96;-5,38;3,56;;;;-85,96;-92,64;-5,08;;;-9,79;-3,56;0,00;-6,26;-4,14;9,17;-0,66;0,66;0,00;;;;-2,19;-0,14;;53.850.802,00
ALACW;0,01;;-0,07;0,00;0,00;;;;-0,07;-92,64;-5,08;;;-0,01;0,00;0,00;-6,26;-4,14;9,17;-0,66;0,66;0,00;;;;-2,19;-0,14;;53.850.802,00
ALB;172,28;0,93;5,16;2,06;1,06;40,15;32,75;40,55;5,76;6,99;0,61;0,20;2,09;6,39;-1,73;1,74;39,92;20,50;19,68;0,51;0,49;0,51;18,97;117,83;;83,64;33,39;;20.209.465.896,00
ALBO;44,15;;-6,97;9,13;2,85;95,56;-215,23;-228,51;-8,23;-5,60;1,80;-2,22;15,93;4,55;-11,09;6,32;-131,05;-40,83;-127,22;0,31;0,69;0,18;28,99;;;4,83;-6,34;;913.962.395,00
ALC;77,47;0,30;83,50;1,95;1,38;55,60;7,49;5,28;;63,29;4,40;0,15;4,41;14,15;-1,68;2,16;2,34;1,65;2,73;0,70;0,30;0,31;3,96;-31,43;;39,73;0,93;;38.158.762.000,00
ALCO;24,95;2,81;-9,41;0,78;0,45;-41,08;-48,03;-50,22;-49,08;-16,08;-6,24;0,49;4,72;5,88;-0,51;3,10;-8,26;-4,79;-6,06;0,58;0,42;0,10;-6,67;;;32,09;-2,65;;189.884.470,00
ALDX;6,26;;-7,07;2,83;2,36;;;;-7,37;-4,63;2,70;-1,04;;2,63;-2.686,00;9,96;-40,08;-33,45;-34,38;0,83;0,17;0,00;;;;2,22;-0,89;;367.982.252,00
ALE;52,64;5,08;15,52;1,11;0,46;24,94;10,62;10,20;6,73;23,50;8,59;0,64;1,58;45,95;-0,49;1,17;7,14;2,97;4,09;0,42;0,58;0,29;2,05;1,91;;47,63;3,40;;3.028.329.032,00
ALEC;6,66;;-3,89;2,83;0,78;100,00;-136,50;-140,18;-4,01;0,53;4,52;-3,21;5,45;1,08;-9,15;4,90;-72,88;-20,18;-72,88;0,28;0,72;0,14;104,51;;;2,34;-1,71;;555.794.889,00
ALG;179,94;0,47;17,22;2,48;1,47;26,17;11,48;7,76;9,22;12,92;1,28;0,27;1,34;3,27;-3,67;4,06;14,40;8,55;12,03;0,59;0,41;1,10;10,65;18,13;;72,10;10,38;;2.147.477.400,00
ALGM;32,50;;26,41;6,12;5,09;56,63;26,13;23,01;19,43;22,01;-1,25;-0,33;6,08;11,49;-11,77;4,56;23,18;19,28;22,93;0,83;0,17;0,84;;;;5,34;1,24;;6.284.936.988,00
ALGN;307,57;;75,14;6,49;3,84;69,87;14,56;8,40;34,62;41,52;-1,85;-0,28;6,31;65,85;-6,41;1,17;8,63;5,11;8,63;0,59;0,41;0,61;20,44;9,34;;47,54;4,10;;23.599.931.732,00
ALGS;0,73;;-0,39;0,46;0,30;100,00;-472,12;-476,77;-0,40;0,72;1,11;-1,30;1,84;0,47;-2,67;3,46;-118,12;-77,50;-117,67;0,66;0,34;0,16;;;;1,60;-1,89;;31.756.898,00
ALGT;78,32;0,76;9,65;1,06;0,30;30,92;12,85;6,01;2,73;8,13;3,62;0,85;0,58;10,30;-0,40;1,13;10,97;3,12;7,71;0,28;0,72;0,52;8,78;-58,32;;74,46;8,17;;1.452.893.596,00
ALIM;3,07;;-6,70;3,48;1,04;85,38;-29,81;-40,94;-12,85;-11,79;-2,59;0,98;2,74;5,06;-1,48;3,23;-51,99;-15,51;-15,89;0,30;0,70;0,38;8,55;;;0,88;-0,46;;160.925.716,00
ALJJ;1,92;;0,52;0,48;0,34;15,48;32,05;45,62;0,64;-0,47;-1,21;-0,79;0,24;0,55;-1,54;4,78;92,48;65,31;58,77;0,71;0,29;1,43;10,44;;;3,99;3,69;;74.227.776,00
ALK;36,84;;29,46;1,19;0,32;54,74;3,04;1,55;6,37;15,07;0,06;0,00;0,46;-2,44;-0,41;0,63;4,05;1,08;3,87;0,27;0,73;0,70;4,09;-42,95;;31,06;1,26;;4.713.664.020,00
